120	2018	274	1636	56.3	12.351	2.1535	430.71	405.71	20.536	56.778	20.874	-95.647	-13288
120	2018	274	1636	57.3	12.332	2.1515	430.3	405.3	20.521	56.871	20.859	-96.201	-99999
120	2018	274	1636	58.3	12.332	2.1611	432.21	407.21	20.507	56.778	20.861	-96.555	-99999
120	2018	274	1636	59.3	12.348	2.1542	430.84	405.84	20.505	56.825	20.859	-96.379	-99999
120	2018	274	1637	0.3	12.334	2.1452	429.03	404.03	20.507	56.941	20.861	-96.443	-99999
120	2018	274	1637	1.3	12.334	2.1503	430.06	405.06	20.507	56.848	20.861	-95.597	-99999
120	2018	274	1637	2.3	12.332	2.1399	427.97	402.97	20.507	56.848	20.861	-96.176	-99999
120	2018	274	1637	3.3	12.302	2.133	426.6	401.6	20.505	56.894	20.859	-97.161	-99999
120	2018	274	1637	4.3	12.302	2.1275	425.51	400.51	20.507	56.964	20.861	-94.752	-99999
120	2018	274	1637	5.3	12.302	2.1416	428.31	403.31	20.507	56.964	20.861	-95.931	-99999
120	2018	274	1637	6.3	12.302	2.1477	429.54	404.54	20.494	56.918	20.848	-96.193	-99999
120	2018	274	1637	7.3	12.297	2.1414	428.28	403.28	20.494	56.987	20.848	-96.17	-99999
120	2018	274	1637	8.3	12.294	2.1525	430.5	405.5	20.494	57.057	20.848	-96.75	-99999
120	2018	274	1637	9.3	12.297	2.1433	428.65	403.65	20.494	57.104	20.848	-95.48	-99999
120	2018	274	1637	10.3	12.345	2.1463	429.27	404.27	20.494	57.173	20.848	-96.282	-99999
120	2018	274	1637	11.3	12.342	2.1494	429.89	404.89	20.494	57.08	20.848	-96.081	-99999
120	2018	274	1637	12.3	12.34	2.1496	429.92	404.92	20.483	57.266	20.837	-95.761	-99999
120	2018	274	1637	13.3	12.337	2.1617	432.35	407.35	20.494	57.359	20.848	-97.847	-99999
120	2018	274	1637	14.3	12.342	2.1628	432.55	407.55	20.483	57.359	20.837	-96.341	-99999
120	2018	274	1637	15.3	12.345	2.1658	433.17	408.17	20.494	57.406	20.848	-95.903	-99999
120	2018	274	1637	16.3	12.329	2.1751	435.01	410.01	20.494	57.499	20.848	-96.572	-99999
120	2018	274	1637	17.3	12.305	2.173	434.6	409.6	20.492	57.546	20.846	-96.284	-99999
120	2018	274	1637	18.3	12.297	2.1922	438.43	413.43	20.479	57.615	20.833	-96.524	-99999
120	2018	274	1637	19.3	12.307	2.1891	437.82	412.82	20.481	57.755	20.835	-95.92	-99999
120	2018	274	1637	20.3	12.294	2.197	439.39	414.39	20.479	57.732	20.833	-96.569	-99999
120	2018	274	1637	21.3	12.302	2.197	439.39	414.39	20.481	57.801	20.835	-95.697	-99999
120	2018	274	1637	22.3	12.297	2.2007	440.14	415.14	20.481	57.894	20.835	-95.697	-99999
120	2018	274	1637	23.3	12.286	2.2125	442.51	417.51	20.479	57.918	20.833	-95.767	-99999
120	2018	274	1637	24.3	12.34	2.2079	441.58	416.58	20.479	58.034	20.833	-95.611	-99999
120	2018	274	1637	25.3	12.34	2.2062	441.24	416.24	20.479	58.057	20.833	-96.681	-99999
120	2018	274	1637	26.3	12.34	2.2183	443.67	418.67	20.481	58.127	20.835	-95.23	-99999
120	2018	274	1637	27.3	12.342	2.2212	444.25	419.25	20.462	58.22	20.833	-95.433	-99999
120	2018	274	1637	28.3	12.342	2.2243	444.86	419.86	20.481	58.277	20.835	-95.697	-99999
120	2018	274	1637	29.3	12.326	2.2329	446.57	421.57	20.466	58.359	20.82	-95.828	-99999
120	2018	274	1637	30.3	12.326	2.2281	445.61	420.61	20.468	58.336	20.823	-98.105	-99999
120	2018	274	1637	31.3	12.305	2.2404	448.08	423.08	20.468	58.406	20.823	-95.714	-99999
120	2018	274	1637	32.3	12.305	2.2445	448.9	423.9	20.466	58.476	20.82	-95.161	-99999
120	2018	274	1637	33.3	12.302	2.2501	450.03	425.03	20.468	58.476	20.823	-95.892	-99999
120	2018	274	1637	34.3	12.297	2.2561	451.22	426.22	20.466	58.638	20.82	-95.906	-99999
120	2018	274	1637	35.3	12.297	2.2508	450.17	425.17	20.468	58.592	20.823	-96.204	-99999
120	2018	274	1637	36.3	12.294	2.2616	452.32	427.32	20.466	58.662	20.82	-98.288	-99999
120	2018	274	1637	37.3	12.334	2.2561	451.22	426.22	20.466	58.708	20.82	-96.519	-99999
120	2018	274	1637	38.3	12.34	2.2701	454.03	429.03	20.468	58.824	20.823	-95.936	-99999
120	2018	274	1637	39.3	12.342	2.2664	453.27	428.27	20.466	58.871	20.82	-95.405	-99999
120	2018	274	1637	40.3	12.337	2.2766	455.33	430.33	20.468	58.824	20.823	-95.914	-99999
120	2018	274	1637	41.3	12.342	2.2864	457.28	432.28	20.456	58.964	20.81	-96.109	-99999
120	2018	274	1637	42.3	12.334	2.2876	457.51	432.51	20.468	58.941	20.823	-96.394	-99999
120	2018	274	1637	43.3	12.334	2.2876	457.51	432.51	20.437	58.941	20.808	-96.268	-99999
120	2018	274	1637	44.3	12.297	2.2963	459.26	434.26	20.456	59.08	20.81	-97.002	-99999
120	2018	274	1637	45.3	12.302	2.2943	458.85	433.85	20.456	59.01	20.81	-95.82	-99999
120	2018	274	1637	46.3	12.31	2.303	460.59	435.59	20.454	59.034	20.808	-95.978	-99999
120	2018	274	1637	47.3	12.299	2.3073	461.45	436.45	20.454	59.103	20.808	-97.05	-99999
120	2018	274	1637	48.3	12.305	2.303	460.59	435.59	20.454	59.15	20.808	-95.511	-99999
120	2018	274	1637	49.3	12.299	2.3163	463.26	438.26	20.456	59.243	20.81	-97.472	-99999
120	2018	274	1637	50.3	12.299	2.3226	464.53	439.53	20.47	59.243	20.808	-97.375	-99999
120	2018	274	1637	51.3	12.337	2.3242	464.83	439.83	20.456	59.382	20.81	-97.204	-99999
120	2018	274	1637	52.3	12.342	2.3132	462.64	437.64	20.472	59.313	20.81	-95.976	-99999
120	2018	274	1637	53.3	12.337	2.3395	467.91	442.91	20.454	59.452	20.808	-95.667	-99999
120	2018	274	1637	54.3	12.332	2.3341	466.81	441.81	20.472	59.452	20.81	-96.444	-99999
120	2018	274	1637	55.3	12.34	2.3505	470.1	445.1	20.477	59.452	20.797	-94.548	-99999
120	2018	274	1637	56.3	12.332	2.3515	470.3	445.3	20.46	59.499	20.797	-94.814	-99999
120	2018	274	1637	57.3	12.326	2.3555	471.09	446.09	20.458	59.568	20.795	-97.044	-99999
120	2018	274	1637	58.3	12.299	2.3536	470.71	445.71	20.46	59.522	20.797	-95.97	-99999
120	2018	274	1637	59.3	12.302	2.3584	471.67	446.67	20.458	59.638	20.795	-95.817	-99999
120	2018	274	1638	0.3	12.302	2.3669	473.38	448.38	20.458	59.592	20.795	-95.973	-99999
120	2018	274	1638	1.3	12.305	2.359	471.81	446.81	20.441	59.685	20.795	-95.884	-99999
120	2018	274	1638	2.3	12.294	2.3713	474.27	449.27	20.441	59.731	20.795	-95.439	-99999
120	2018	274	1638	3.3	12.305	2.3724	474.47	449.47	20.43	59.731	20.784	-95.987	-99999
120	2018	274	1638	4.3	12.291	2.3754	475.09	450.09	20.441	59.708	20.795	-96.297	-99999
120	2018	274	1638	5.3	12.334	2.3809	476.18	451.18	20.443	59.754	20.797	-96.215	-99999
120	2018	274	1638	6.3	12.329	2.3809	476.18	451.18	20.441	59.778	20.795	-97.201	-99999
120	2018	274	1638	7.3	12.334	2.3919	478.37	453.37	20.443	59.824	20.797	-96.84	-99999
120	2018	274	1638	8.3	12.34	2.4011	480.22	455.22	20.441	59.824	20.795	-96.575	-99999
120	2018	274	1638	9.3	12.34	2.3963	479.26	454.26	20.441	59.847	20.795	-95.962	-99999
120	2018	274	1638	10.3	12.34	2.3992	479.85	454.85	20.428	59.94	20.782	-96.525	-99999
120	2018	274	1638	11.3	12.318	2.4161	483.23	458.23	20.43	59.871	20.784	-95.297	-99999
120	2018	274	1638	12.3	12.286	2.4068	481.35	456.35	20.43	59.917	20.784	-95.497	-99999
120	2018	274	1638	13.3	12.294	2.423	484.6	459.6	20.428	60.033	20.782	-96.703	-99999
120	2018	274	1638	14.3	12.297	2.4237	484.73	459.73	20.43	60.08	20.784	-97.058	-99999
120	2018	274	1638	15.3	12.307	2.4107	482.13	457.13	20.428	60.033	20.782	-97.218	-99999
120	2018	274	1638	16.3	12.305	2.4237	484.73	459.73	20.417	60.033	20.772	-96.048	-99999
120	2018	274	1638	17.3	12.299	2.4408	488.15	463.15	20.428	60.196	20.782	-95.856	-99999
120	2018	274	1638	18.3	12.286	2.4348	486.96	461.96	20.428	60.173	20.782	-95.722	-99999
120	2018	274	1638	19.3	12.345	2.437	487.4	462.4	20.428	60.103	20.782	-97.162	-99999
120	2018	274	1638	20.3	12.334	2.437	487.4	462.4	20.447	60.173	20.784	-96.277	-99999
120	2018	274	1638	21.3	12.334	2.4496	489.93	464.93	20.417	60.196	20.772	-96.695	-99999
120	2018	274	1638	22.3	12.34	2.4427	488.54	463.54	20.428	60.173	20.782	-95.144	-99999
120	2018	274	1638	23.3	12.329	2.4551	491.02	466.02	20.43	60.219	20.784	-96.991	-99999
120	2018	274	1638	24.3	12.326	2.4469	489.38	464.38	20.415	60.312	20.77	-96.564	-99999
120	2018	274	1638	25.3	12.337	2.4626	492.53	467.53	20.417	60.359	20.772	-96.673	-99999
120	2018	274	1638	26.3	12.297	2.4567	491.34	466.34	20.415	60.312	20.77	-96.43	-99999
120	2018	274	1638	27.3	12.307	2.4626	492.53	467.53	20.415	60.312	20.77	-96.229	-99999
120	2018	274	1638	28.3	12.302	2.4729	494.58	469.58	20.415	60.336	20.77	-96.207	-99999
120	2018	274	1638	29.3	12.302	2.4782	495.65	470.65	20.417	60.405	20.772	-95.526	-99999
120	2018	274	1638	30.3	12.31	2.4743	494.85	469.85	20.417	60.405	20.772	-96.071	-99999
120	2018	274	1638	31.3	12.297	2.4844	496.88	471.88	20.415	60.336	20.77	-95.895	-99999
